BROKERTITLE;TYPE;PRICE;BEDS;BATH;PROPERTYSQFT;ADDRESS;STATE;MAIN_ADDRESS;ADMINISTRATIVE_AREA_LEVEL_2;LOCALITY;SUBLOCALITY;STREET_NAME;LONG_NAME;FORMATTED_ADDRESS;LATITUDE;LONGITUDE
Brokered by ProBase Real Estate;House for sale;875000;2;1.0;1050.0;2161 W 7th St;Brooklyn, NY 11223;2161 W 7th StBrooklyn, NY 11223;United States;New York;Kings County;Brooklyn;West 7th Street;2161 W 7th St, Brooklyn, NY 11223, USA;40.5949166;-73.9779852
Brokered by NEUHAUS REALTY INC.;Pending;1280000;5;4.0;3600.0;371 Swinnerton St;Staten Island, NY 10307;371 Swinnerton StStaten Island, NY 10307;United States;New York;Richmond County;Staten Island;Swinnerton Street;371 Swinnerton St, Staten Island, NY 10307, USA;40.4995462;-74.2443078
NoBroker;Co-op for sale;248000;1;1.0;800.0;142-20 26 Ave Unit 2A;Flushing, NY 11354;142-20 26 Ave Unit 2AFlushing, NY 11354;New York;Queens County;Queens;Flushing;14220;14220 26th Ave #2a, Flushing, NY 11354, USA;40.7741978;-73.8256676
Brokered by Behfar Team Llc;House for sale;1295000;3;2.0;2184.207862;1235 E 10th St;Brooklyn, NY 11230;1235 E 10th StBrooklyn, NY 11230;United States;New York;Kings County;Brooklyn;East 10th Street;1235 E 10th St, Brooklyn, NY 11230, USA;40.6189992;-73.9648549
Brokered by Sotheby's International Realty - Downtown Manhattan;Condo for sale;4995000;3;4.0;3750.0;213 W 23rd St Apt 5N;New York, NY 10011;213 W 23rd St Apt 5NNew York, NY 10011;New York;New York County;New York;Manhattan;213;213 W 23rd St #5n, New York, NY 10011, USA;40.7445521;-73.9963339
Brokered by East Coast Realty Partners;Co-op for sale;330000;2;1.0;2184.207862;66-15 Wetherole St Unit A6;Rego Park, NY 11374;66-15 Wetherole St Unit A6Rego Park, NY 11374;New York;Queens County;Queens;Rego Park;6615;6615 Wetherole St Apt A6, Rego Park, NY 11374, USA;40.7256799;-73.85726
Brokered by Douglas Elliman - 575 Madison Ave;Townhouse for sale;6500000;5;4.0;4000.0;247 E 71st St;New York, NY 10021;247 E 71st StNew York, NY 10021;United States;New York;New York County;New York;East 71st Street;247 E 71st St, New York, NY 10021, USA;40.7685714;-73.959526
Brokered by Exp Realty;Multi-family home for sale;789000;4;2.0;2184.207862;205-23 113 Ave;Saint Albans, NY 11412;205-23 113 AveSaint Albans, NY 11412;United States;New York;Queens County;Queens;113th Avenue;205-23 113th Ave, Jamaica, NY 11412, USA;40.7029196;-73.7500482
Brokered by TREBACH REALTY INC;House for sale;3250000;8;4.0;2184.207862;4970 Independence Ave;Bronx, NY 10471;4970 Independence AveBronx, NY 10471;United States;New York;Bronx County;The Bronx;Independence Avenue;4970 Independence Ave, Bronx, NY 10471, USA;40.8984527;-73.9105843
Brokered by Highline Residential - Highline Residential;Condo for sale;3200000;3;3.0;1820.0;675 Sackett St Apt 105;Brooklyn, NY 11217;675 Sackett St Apt 105Brooklyn, NY 11217;New York;Kings County;Brooklyn;Park Slope;675;675 Sackett St APT 105, Brooklyn, NY 11217, USA;40.6779373;-73.981685
Brokered by Weichert Realtors TMT Group;Multi-family home for sale;5980000;40;20.0;15500.0;35-54 95th St;Jackson Heights, NY 11372;35-54 95th StJackson Heights, NY 11372;United States;New York;Queens County;Queens;95th Street;35-54 95th St, Flushing, NY 11372, USA;40.7514679;-73.8726192
Brokered by RE MAX Elite;Multi-family home for sale;1499000;3;2.0;3090.0;746 50th St;Brooklyn, NY 11220;746 50th StBrooklyn, NY 11220;United States;New York;Kings County;Brooklyn;50th Street;746 50th St, Brooklyn, NY 11220, USA;40.6416317;-74.0049828
Brokered by Corcoran Park Avenue South;Condo for sale;1599000;2;2.0;1400.0;1600 Broadway Apt 16G;New York, NY 10019;1600 Broadway Apt 16GNew York, NY 10019;New York;New York County;New York;Manhattan;1600;1600 Broadway #16g, New York, NY 10019, USA;40.7601775;-73.9843631
Brokered by Top Nest Inc;House for sale;549000;2;2.0;1148.0;609 Thomas S Boyland St;Brooklyn, NY 11212;609 Thomas S Boyland StBrooklyn, NY 11212;United States;New York;Kings County;Brooklyn;Thomas S Boyland Street;609 Thomas S Boyland St, Brooklyn, NY 11212, USA;40.6658988;-73.9124097
Brokered by Robert DeFalco Realty, Inc.;Condo for sale;249999;1;1.0;596.0;215 Hart Blvd Apt 3J;Staten Island, NY 10301;215 Hart Blvd Apt 3JStaten Island, NY 10301;New York;Richmond County;Staten Island;West Brighton;215;215 Hart Blvd #3j, Staten Island, NY 10301, USA;40.6299335;-74.0999243
Brokered by Homes R Us Realty of NY, Inc.;House for sale;699900;3;4.0;2160.0;62 Ambassador Ln;Staten Island, NY 10309;62 Ambassador LnStaten Island, NY 10309;United States;New York;Richmond County;Staten Island;Ambassador Lane;62 Ambassador Ln, Staten Island, NY 10309, USA;40.528676;-74.2188267
Brokered by Triolo Realty Group, Inc.;Multi-family home for sale;1149000;2;2.0;1472.0;1625 W 2nd St;Brooklyn, NY 11223;1625 W 2nd StBrooklyn, NY 11223;United States;New York;Kings County;Brooklyn;West 2nd Street;1625 W 2nd St, Brooklyn, NY 11223, USA;40.6078291;-73.9755535
Brokered by Century 21 Amiable Realty Group II, Inc.;Co-op for sale;219000;1;1.0;780.0;86-10 109th St Unit CC1;Richmond Hill, NY 11418;86-10 109th St Unit CC1Richmond Hill, NY 11418;New York;Queens County;Queens;Richmond Hill;8610;8610 109th St Apt C1, Richmond Hill, NY 11418, USA;40.6981799;-73.83976
Brokered by COMPASS;Co-op for sale;499000;3;1.0;2184.207862;284 5th Ave Unit 7B;Manhattan, NY 10001;284 5th Ave Unit 7BManhattan, NY 10001;New York;New York County;New York;Manhattan;284;284 5th Ave # 7a, New York, NY 10001, USA;40.7460725;-73.9865041
Brokered by Robert Defalco Realty, Inc.;House for sale;749999;4;2.3738608579684373;1063.0;4236 Richmond Ave;Staten Island, NY 10312;4236 Richmond AveStaten Island, NY 10312;United States;New York;Richmond County;Staten Island;Richmond Avenue;4236 Richmond Ave, Staten Island, NY 10312, USA;40.5355078;-74.1566675
Brokered by Magic Of Great Neck Realty Inc;Co-op for sale;449000;1;2.0;1130.0;26910 Grand Central Pkwy Apt 9S;Floral Park, NY 11005;26910 Grand Central Pkwy Apt 9SFloral Park, NY 11005;New York;Queens County;Queens;Glen Oaks;269-10;269-10 Grand Central Pkwy #9N, Queens, NY 11005, USA;40.7578216;-73.7159784
Brokered by Coldwell Banker Reliable Real Estate;Condo for sale;879000;2;2.0;1278.0;435 E 117th St Apt 3;New York, NY 10035;435 E 117th St Apt 3New York, NY 10035;New York;New York County;New York;Manhattan;435;435 E 117th St APT 3, New York, NY 10035, USA;40.7962956;-73.9334096
Brokered by Corcoran Westside Columbus;Co-op for sale;650000;1;1.0;800.0;500 E 83rd St Apt 18A;New York, NY 10028;500 E 83rd St Apt 18ANew York, NY 10028;New York;New York County;New York;Manhattan;500;500 E 83rd St #18a, New York, NY 10028, USA;40.7735711;-73.9481587
Brokered by Corcoran Brooklyn Heights;Condo for sale;750000;2;2.0;732.0;109 Troutman St # 3B;Brooklyn, NY 11206;109 Troutman St # 3BBrooklyn, NY 11206;New York;Kings County;Brooklyn;Bushwick;109;109 Troutman St #3b, Brooklyn, NY 11206, USA;40.6996109;-73.9302507
Brokered by COMPASS;Condo for sale;780000;2;2.0;847.0;158-16 79th Ave Unit 205N;Queens, NY 11366;158-16 79th Ave Unit 205NQueens, NY 11366;New York;Queens County;Queens;Flushing;158-16;158-16 79th Ave #205, Flushing, NY 11366, USA;40.7209348;-73.808761
Brokered by Sowae Corp;Multi-family home for sale;699000;3;2.3738608579684373;2184.207862;356 E 31st St;Brooklyn, NY 11226;356 E 31st StBrooklyn, NY 11226;United States;New York;Kings County;Brooklyn;East 31st Street;356 E 31st St, Brooklyn, NY 11226, USA;40.6418865;-73.9479336
Brokered by Resource Realty Group;Co-op for sale;275000;2;1.0;2184.207862;227-10 88th Ave Unit LOWER1;Queens Village, NY 11427;227-10 88th Ave Unit LOWER1Queens Village, NY 11427;United States;New York;Queens County;Queens;88th Avenue;227-10 88th Ave, Queens Village, NY 11427, USA;40.7300949;-73.7400976
Brokered by E Realty International Corp;House for sale;925000;2;2.3738608579684373;2100.0;69-08 Myrtle Ave;Glendale, NY 11385;69-08 Myrtle AveGlendale, NY 11385;United States;New York;Queens County;Queens;Myrtle Avenue;69-08 Myrtle Ave, Flushing, NY 11385, USA;40.7015796;-73.88237
Brokered by Charles Rutenberg Realty Inc;Co-op for sale;388000;2;2.0;2184.207862;33-26 92 St Unit 3L;Jackson Heights, NY 11372;33-26 92 St Unit 3LJackson Heights, NY 11372;New York;Queens County;Queens;Jackson Heights;33-26;33-26 92nd St #3c, Queens, NY 11372, USA;40.7555541;-73.8760424
Brokered by Exp Realty;Co-op for sale;224995;3;1.0;550.0;67-71 Yellowstone Blvd Unit 3P;Forest Hills, NY 11375;67-71 Yellowstone Blvd Unit 3PForest Hills, NY 11375;New York;Queens County;Queens;Forest Hills;67-71;67-71 Yellowstone Blvd #3a, Forest Hills, NY 11375, USA;40.7266666;-73.8482928
Brokered by EXIT REALTY TOP PROPERTIES;Co-op for sale;239000;1;1.0;670.0;2035 E 7th St Apt 3B;Brooklyn, NY 11223;2035 E 7th St Apt 3BBrooklyn, NY 11223;New York;Kings County;Brooklyn;Gravesend;2035;2035 E 7th St #3b, Brooklyn, NY 11223, USA;40.6010459;-73.9643613
Brokered by eXp Realty BKNY;Co-op for sale;529000;2;2.0;1200.0;2815 Ocean Pkwy Apt 4I;Brooklyn, NY 11235;2815 Ocean Pkwy Apt 4IBrooklyn, NY 11235;New York;Kings County;Brooklyn;Brighton Beach;2815;2815 Ocean Pkwy #4i, Brooklyn, NY 11235, USA;40.5811062;-73.966749
Brokered by BEN BAY REALTY, CO.;Condo for sale;995000;4;2.0;1782.0;956 79th St Unit 3B;Brooklyn, NY 11228;956 79th St Unit 3BBrooklyn, NY 11228;New York;Kings County;Brooklyn;Dyker Heights;956;956 79th St #3b, Brooklyn, NY 11228, USA;40.6226046;-74.0176964
Brokered by EXP Realty;House for sale;1030000;4;2.0;1624.0;69-33 165th St;Fresh Meadows, NY 11365;69-33 165th StFresh Meadows, NY 11365;United States;New York;Queens County;Queens;165th Street;69-33 165th St, Fresh Meadows, NY 11365, USA;40.7320016;-73.8037556
Brokered by Serhant;Condo for sale;875000;3;1.0;294.0;11 E 68th St Unit 7J;New York, NY 10065;11 E 68th St Unit 7JNew York, NY 10065;New York;New York County;New York;Manhattan;11;11 E 68th St #7j, New York, NY 10065, USA;40.7694824;-73.9676328
Brokered by Robert DeFalco Realty, Inc.;Townhouse for sale;598500;3;2.3738608579684373;1500.0;44 Venus Ln;Staten Island, NY 10314;44 Venus LnStaten Island, NY 10314;United States;New York;Richmond County;Staten Island;Venus Lane;44 Venus Ln, Staten Island, NY 10314, USA;40.5819183;-74.155565
