BROKERTITLE;TYPE;PRICE;BEDS;BATH;PROPERTYSQFT;ADDRESS;STATE;MAIN_ADDRESS;ADMINISTRATIVE_AREA_LEVEL_2;LOCALITY;SUBLOCALITY;STREET_NAME;LONG_NAME;FORMATTED_ADDRESS;LATITUDE;LONGITUDE
Brokered by Today Realty Corp.;House for sale;1200000;4;4.0;3300.0;2217 Gunther Ave;Bronx, NY 10469;2217 Gunther AveBronx, NY 10469;United States;New York;Bronx County;The Bronx;Gunther Avenue;2217 Gunther Ave, Bronx, NY 10469, USA;40.8580056;-73.8365535
Brokered by COMPASS;Co-op for sale;850000;1;1.0;2184.207862;32 Downing St Apt 2D;Manhattan, NY 10014;32 Downing St Apt 2DManhattan, NY 10014;New York;New York County;New York;Manhattan;32;32 Downing St #2b, New York, NY 10014, USA;40.729293;-74.003447
Brokered by Robert Defalco Realty, Inc.;House for sale;2699000;7;6.0;11250.0;100 Wadsworth Rd;Staten Island, NY 10305;100 Wadsworth RdStaten Island, NY 10305;United States;New York;Richmond County;Staten Island;Wadsworth Road;100 Wadsworth Rd, Staten Island, NY 10305, USA;40.6087694;-74.0597773
Brokered by Encore Real Estate LLC;House for sale;989000;6;4.0;2720.0;153 Johnson Ave;Staten Island, NY 10307;153 Johnson AveStaten Island, NY 10307;United States;New York;Richmond County;Staten Island;Johnson Avenue;153 Johnson Ave, Staten Island, NY 10307, USA;40.5119454;-74.2470716
Brokered by Today Realty Corp.;House for sale;1200000;4;4.0;3300.0;2217 Gunther Ave;Bronx, NY 10469;2217 Gunther AveBronx, NY 10469;United States;New York;Bronx County;The Bronx;Gunther Avenue;2217 Gunther Ave, Bronx, NY 10469, USA;40.8580056;-73.8365535
Brokered by CENTURY 21 Galvez;Multi-family home for sale;899999;5;3.0;1800.0;263 W 254th St;Bronx, NY 10471;263 W 254th StBronx, NY 10471;United States;New York;Bronx County;The Bronx;West 254th Street;263 W 254th St, Bronx, NY 10471, USA;40.9016185;-73.8999396
Brokered by United Realty Associates;House for sale;2780000;5;6.0;3045.0;150-32 Sullivan Dr;Whitestone, NY 11357;150-32 Sullivan DrWhitestone, NY 11357;United States;New York;Queens County;Queens;Sullivan Drive;150-32 Sullivan Dr, Whitestone, NY 11357, USA;40.7967438;-73.8160751
Brokered by COMPASS;Co-op for sale;999000;2;1.0;1050.0;215 W 92nd St Apt 5F;Manhattan, NY 10025;215 W 92nd St Apt 5FManhattan, NY 10025;New York;New York County;New York;Manhattan;215;215 W 92nd St #5b, New York, NY 10025, USA;40.7921116;-73.9731768
Brokered by Our Community Realty Ltd;Multi-family home for sale;699000;6;2.0;2184.207862;1441 Troy Ave;Brooklyn, NY 11203;1441 Troy AveBrooklyn, NY 11203;United States;New York;Kings County;Brooklyn;Troy Avenue;1441 Troy Ave, Brooklyn, NY 11203, USA;40.6373525;-73.9344092
Brokered by COMPASS;Condo for sale;60000;3;1.0;445.0;2 E 55th St Unit 809W35;Manhattan, NY 10022;2 E 55th St Unit 809W35Manhattan, NY 10022;New York;New York County;New York;Manhattan;2;2 E 55th St 809 35, New York, NY 10022, USA;40.7613979;-73.9746128
Brokered by Premier Homes Pros;House for sale;499999;4;2.0;1248.0;44 Montell St;Staten Island, NY 10302;44 Montell StStaten Island, NY 10302;United States;New York;Richmond County;Staten Island;Montell Street;44 Montell St, Staten Island, NY 10302, USA;40.6289462;-74.1388487
Brokered by Momentum Real Estate Llc;House for sale;599999;3;2.0;1272.0;67 Reynolds St;Staten Island, NY 10305;67 Reynolds StStaten Island, NY 10305;United States;New York;Richmond County;Staten Island;Reynolds Street;67 Reynolds St, Staten Island, NY 10305, USA;40.6111849;-74.0753235
Brokered by RE MAX Elite;House for sale;725000;4;2.0;2000.0;328 Manor Rd;Staten Island, NY 10314;328 Manor RdStaten Island, NY 10314;United States;New York;Richmond County;Staten Island;Manor Road;328 Manor Rd, Staten Island, NY 10314, USA;40.6199521;-74.1237895
Brokered by BEN BAY REALTY CO OF BAY RIDGE, LLC;House for sale;998888;3;2.0;1780.0;9954 Fort Hamilton Pkwy;Brooklyn, NY 11209;9954 Fort Hamilton PkwyBrooklyn, NY 11209;United States;New York;Kings County;Brooklyn;Fort Hamilton Parkway;9954 Fort Hamilton Pkwy, Brooklyn, NY 11209, USA;40.6117545;-74.0323281
Brokered by RE MAX Edge;Multi-family home for sale;980000;3;4.0;2700.0;1 Opal Ct;Brooklyn, NY 11229;1 Opal CtBrooklyn, NY 11229;United States;New York;Kings County;Brooklyn;Opal Court;1 Opal Ct, Brooklyn, NY 11229, USA;40.586018;-73.9252126
Brokered by Sold By Bart R E Partners Inc;House for sale;800000;3;2.0;2184.207862;69-10 Penelope Ave;Middle Village, NY 11379;69-10 Penelope AveMiddle Village, NY 11379;United States;New York;Queens County;Queens;Penelope Avenue;69-10 Penelope Ave, Flushing, NY 11379, USA;40.71593;-73.8858453
Brokered by CENTURY 21 Marciano;House for sale;1299000;3;4.0;4450.0;610 City Island Ave;Bronx, NY 10464;610 City Island AveBronx, NY 10464;United States;New York;Bronx County;The Bronx;City Island Avenue;610 City Island Ave, Bronx, NY 10464, USA;40.854862;-73.7906694
Brokered by Madison Estates Sotheby's International Realty;House for sale;799000;3;2.0;1128.0;1557 E 34th St;Brooklyn, NY 11234;1557 E 34th StBrooklyn, NY 11234;United States;New York;Kings County;Brooklyn;East 34th Street;1557 E 34th St, Brooklyn, NY 11234, USA;40.6169213;-73.9415274
Brokered by Elite Real Estate Group 1 Llc;House for sale;995000;3;2.0;3080.0;1870 Haight Ave;Bronx, NY 10461;1870 Haight AveBronx, NY 10461;United States;New York;Bronx County;The Bronx;Haight Avenue;1870 Haight Ave, Bronx, NY 10461, USA;40.8513854;-73.854324
Brokered by Ashford Homes LLC;House for sale;1250000;5;3.0;2295.0;1923 66th St;Brooklyn, NY 11204;1923 66th StBrooklyn, NY 11204;United States;New York;Kings County;Brooklyn;66th Street;1923 66th St, Brooklyn, NY 11204, USA;40.617019;-73.9878352
Brokered by Tiffany Moves You Inc;Multi-family home for sale;1275000;3;4.0;2184.207862;43-02 Orient Ave;Douglaston, NY 11363;43-02 Orient AveDouglaston, NY 11363;United States;New York;Queens County;Queens;Orient Avenue;43-2 Orient Ave, Douglaston, NY 11363, USA;40.7675169;-73.7439734
Brokered by YourHomeSold Guarantee Realty;Multi-family home for sale;749999;6;3.0;3150.0;1817 Amethyst St;Bronx, NY 10462;1817 Amethyst StBronx, NY 10462;United States;New York;Bronx County;The Bronx;Amethyst Street;1817 Amethyst St, Bronx, NY 10462, USA;40.8453955;-73.868163
Brokered by Serhant;Townhouse for sale;2650000;5;4.0;4100.0;259 New York Ave;Brooklyn, NY 11216;259 New York AveBrooklyn, NY 11216;United States;New York;Kings County;Brooklyn;New York Avenue;259 New York Ave, Brooklyn, NY 11216, USA;40.6711016;-73.9473427
Brokered by Yoreevo;Co-op for sale;999000;2;1.0;2184.207862;139 W 85th St Apt 3;New York, NY 10024;139 W 85th St Apt 3New York, NY 10024;New York;New York County;New York;Manhattan;139;139 W 85th St Apartment 3, New York, NY 10024, USA;40.7866659;-73.974142
Brokered by Sold By Bart R E Partners Inc;Co-op for sale;279000;2;1.0;2184.207862;84-70 129th St Unit 1V;Kew Gardens, NY 11415;84-70 129th St Unit 1VKew Gardens, NY 11415;New York;Queens County;Queens;Kew Gardens;8470;8470 129th St Apt 1h, Kew Gardens, NY 11415, USA;40.7069299;-73.82404
Brokered by Ditommaso Real Estate;Condo for sale;479000;2;2.0;1008.0;57 Stone Ln Unit 2;Staten Island, NY 10314;57 Stone Ln Unit 2Staten Island, NY 10314;New York;Richmond County;Staten Island;New Springville;57;57 Stone Ln #2, Staten Island, NY 10314, USA;40.5782884;-74.1583011
Brokered by Douglas Elliman  -111 Fifth Ave;Co-op for sale;2300000;2;2.0;1600.0;242 E 7th St Unit Ph;New York, NY 10009;242 E 7th St Unit PhNew York, NY 10009;United States;New York;New York County;New York;East 7th Street;242 E 7th St, New York, NY 10009, USA;40.7236159;-73.9781735
Brokered by Signature Premier Properties;Pending;294000;1;2.0;1074.0;26910 Grand Central Pkwy Apt 15A;Floral Park, NY 11005;26910 Grand Central Pkwy Apt 15AFloral Park, NY 11005;New York;Queens County;Queens;Glen Oaks;26910;26910 Grand Central Pkwy #15a, Queens, NY 11005, USA;40.7577991;-73.7159564
Brokered by Exp Realty;Multi-family home for sale;1390000;6;5.0;2245.0;104-30 219th St;Jamaica, NY 11429;104-30 219th StJamaica, NY 11429;United States;New York;Queens County;Queens;219th Street;104-30 219th St, Jamaica, NY 11429, USA;40.7111134;-73.7361784
Brokered by COMPASS;Co-op for sale;450000;3;2.0;1026.0;97-10 62nd Dr Unit 8E;Rego Park, NY 11374;97-10 62nd Dr Unit 8ERego Park, NY 11374;New York;Queens County;Queens;Rego Park;97-10;97-10 62nd Dr #8e, Rego Park, NY 11374, USA;40.7323502;-73.8611654
Brokered by Bond New York- Columbus Circle;Co-op for sale;999000;3;2.0;2184.207862;203 W 102nd St Apt 1F;New York, NY 10025;203 W 102nd St Apt 1FNew York, NY 10025;New York;New York County;New York;Manhattan;203;203 W 102nd St #1f, New York, NY 10025, USA;40.7982086;-73.9680164
Brokered by Robert Defalco Realty, Inc.;House for sale;1999000;4;4.0;3420.0;221 Benedict Rd;Staten Island, NY 10304;221 Benedict RdStaten Island, NY 10304;United States;New York;Richmond County;Staten Island;Benedict Road;221 Benedict Rd, Staten Island, NY 10304, USA;40.5939144;-74.1059876
